FinalID,EffectiveEffortLevel_SAFIT1,EffectiveEffortLevel_SAFIT2,Class,Order,ToleranceValue,FunctionalFeedingGroup
Eretes,Eretes,Eretes,Insecta,Coleoptera,5,P
Eretes sticticus,Eretes sticticus,Eretes sticticus,Insecta,Coleoptera,5,P
Eretmoptera,Chironomidae,Eretmoptera,Insecta,Diptera,5,CG
Eretmoptera browni,Chironomidae,Eretmoptera,Insecta,Diptera,5,CG
Erioptera,Erioptera,Erioptera,Insecta,Diptera,3,CG
Eristalis,Syrphidae,Eristalis,Insecta,Diptera,10,CG
Erpetogomphus,Erpetogomphus,Erpetogomphus,Insecta,Odonata,4,P
Erpetogomphus compositus,Erpetogomphus,Erpetogomphus,Insecta,Odonata,4,P
Erpetogomphus crotalinus,Erpetogomphus,Erpetogomphus,Insecta,Odonata,4,P
Erpetogomphus designatus,Erpetogomphus,Erpetogomphus,Insecta,Odonata,4,P
Erpetogomphus lampropeltis,Erpetogomphus,Erpetogomphus,Insecta,Odonata,4,P
Erpobdella,Erpobdella,Erpobdella,Hirudinea,Arhynchobdellida,8,P
Erpobdella punctata,Erpobdella,Erpobdella,Hirudinea,Arhynchobdellida,8,P
Erpobdellidae,Erpobdellidae,Erpobdellidae,Hirudinea,Arhynchobdellida,8,P
Erythemis,Erythemis,Erythemis,Insecta,Odonata,9,P
Erythemis collacata,Erythemis,Erythemis,Insecta,Odonata,9,P
Erythemis simplicicollis,Erythemis,Erythemis,Insecta,Odonata,9,P
Erythemis vesiculosa,Erythemis,Erythemis,Insecta,Odonata,9,P
Erythrodiplax,Erythrodiplax,Erythrodiplax,Insecta,Odonata,9,P
Erythrodiplax basifusca,Erythrodiplax,Erythrodiplax,Insecta,Odonata,9,P
Erythrodiplax funerea,Erythrodiplax,Erythrodiplax,Insecta,Odonata,9,P
Estellacarus,Estellacarus,Estellacarus,Arachnida,Trombidiformes,5,P
Estelloxus,Estelloxus,Estelloxus,Arachnida,Trombidiformes,8,P
Eubrianax,Eubrianax,Eubrianax,Insecta,Coleoptera,4,SC
Eubrianax edwardsii,Eubrianax edwardsii,Eubrianax edwardsii,Insecta,Coleoptera,4,SC
Eucapnopsis,Eucapnopsis,Eucapnopsis,Insecta,Plecoptera,1,SH
Eucapnopsis brevicauda,Eucapnopsis brevicauda,Eucapnopsis brevicauda,Insecta,Plecoptera,1,SH
Eucorethra,Eucorethra,Eucorethra,Insecta,Diptera,7,P
Eucorethra underwoodi,Eucorethra underwoodi,Eucorethra underwoodi,Insecta,Diptera,7,P
Eukiefferiella,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella brehmi group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella brevicalcar group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella claripennis,Chironomidae,Eukiefferiella,Insecta,Diptera,8,CG
Eukiefferiella claripennis group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella coerulescens,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella coerulescens group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella cyanea,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella cyanea group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella devonica,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella devonica group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella gracei group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella ilkleyensis,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eukiefferiella pseudomontana group,Chironomidae,Eukiefferiella,Insecta,Diptera,8,OM
Eulichadidae,Eulichadidae,Eulichadidae,Insecta,Coleoptera,,SH
Eulimnichus,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus analis,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus californicus,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus evanescens,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus montanus,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus perpolitus,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Eulimnichus rusticus,Eulimnichus,Eulimnichus,Insecta,Coleoptera,,CG
Euparyphus,Euparyphus,Euparyphus,Insecta,Diptera,8,CG
Eupera,Eupera,Eupera,Bivalvia,Veneroida,,CF
Eupera cubensis,Eupera,Eupera,Bivalvia,Veneroida,,CF
Euryhapsis,Chironomidae,Euryhapsis,Insecta,Diptera,5,CG
Euryhapsis annuliventris,Chironomidae,Euryhapsis,Insecta,Diptera,5,CG
Euryhapsis illoba,Chironomidae,Euryhapsis,Insecta,Diptera,5,CG
Eurylophella,Eurylophella,Eurylophella,Insecta,Ephemeroptera,1,CG
Eurylophella lodi,Eurylophella lodi,Eurylophella lodi,Insecta,Ephemeroptera,1,CG
Exopalaemon,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,8,SH
Exopalaemon carinicauda,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,8,SH
Exopalaemon modestus,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,8,SH
Exosphaeroma,Exosphaeroma,Exosphaeroma,Malacostraca,Isopoda,,CG
Eylaidae,Eylaidae,Eylaidae,Arachnida,Trombidiformes,,P
Eylais,Eylais,Eylais,Arachnida,Trombidiformes,,P
Fallceon,Fallceon,Fallceon,Insecta,Ephemeroptera,4,CG
Fallceon eatoni,Fallceon,Fallceon eatoni,Insecta,Ephemeroptera,4,CG
Fallceon quilleri,Fallceon quilleri,Fallceon quilleri,Insecta,Ephemeroptera,4,CG
Fallceon sonora,Fallceon,Fallceon sonora,Insecta,Ephemeroptera,4,CG
Fallceon thermophilos,Fallceon,Fallceon thermophilos,Insecta,Ephemeroptera,4,CG
Farula,Farula,Farula,Insecta,Trichoptera,0,SC
Farula davisi,Farula,Farula,Insecta,Trichoptera,0,SC
Farula geyseri,Farula,Farula,Insecta,Trichoptera,0,SC
Farula honeyi,Farula,Farula,Insecta,Trichoptera,0,SC
Farula jewetti,Farula,Farula,Insecta,Trichoptera,0,SC
Farula malkini,Farula,Farula,Insecta,Trichoptera,0,SC
Farula moweri,Farula,Farula,Insecta,Trichoptera,0,SC
Farula petersoni,Farula,Farula,Insecta,Trichoptera,0,SC
Farula praelonga,Farula,Farula,Insecta,Trichoptera,0,SC
Farula raineri,Farula,Farula,Insecta,Trichoptera,0,SC
Farula reapiri,Farula,Farula,Insecta,Trichoptera,0,SC
Farula wigginsi,Farula,Farula,Insecta,Trichoptera,0,SC
Ferrissia,Ferrissia,Ferrissia,Gastropoda,Basommatophora,6,SC
Ferrissia californica,Ferrissia,Ferrissia,Gastropoda,Basommatophora,6,SC
Ferrissia hendersoni,Ferrissia,Ferrissia,Gastropoda,Basommatophora,6,SC
Ferrissia rivularis,Ferrissia,Ferrissia,Gastropoda,Basommatophora,6,SC
Ferrissia walkeri,Ferrissia,Ferrissia,Gastropoda,Basommatophora,6,SC
Fluminicola,Fluminicola,Fluminicola,Gastropoda,Hypsogastropoda,5,SC
Forcipomyia,Forcipomyia,Forcipomyia,Insecta,Diptera,6,CG
Forcipomyiinae,Ceratopogonidae,Ceratopogonidae,Insecta,Diptera,6,P
Fossaria,Fossaria,Fossaria,Gastropoda,Basommatophora,8,SC
Frisonia,Frisonia,Frisonia,Insecta,Plecoptera,2,P
Frisonia picticeps,Frisonia picticeps,Frisonia picticeps,Insecta,Plecoptera,2,P
Frontipoda,Frontipoda,Frontipoda,Arachnida,Trombidiformes,,P
Frontipodopsidae,Frontipodopsidae,Frontipodopsidae,Arachnida,Trombidiformes,5,P
Frontipodopsis,Frontipodopsis,Frontipodopsis,Arachnida,Trombidiformes,5,P
Gammaridae,Gammaridae,Gammaridae,Malacostraca,Amphipoda,6,CG
Gammarus,Gammarus,Gammarus,Malacostraca,Amphipoda,6,CG
Gammarus lacustris,Gammarus,Gammarus,Malacostraca,Amphipoda,4,CG
Gastropoda,Gastropoda,Gastropoda,Gastropoda,,7,SC
Gelastocoridae,Gelastocoridae,Gelastocoridae,Insecta,Hemiptera,,P
Gelastocoris,Gelastocoris,Gelastocoris,Insecta,Hemiptera,,P
Gelastocoris oculatus,Gelastocoris,Gelastocoris,Insecta,Hemiptera,,P
Gelastocoris rotundatus,Gelastocoris,Gelastocoris,Insecta,Hemiptera,,P
Georissidae,Georissidae,Georissidae,Insecta,Coleoptera,,SC
Georissus,Georissus,Georissus,Insecta,Coleoptera,,SC
Georissus californicus,Georissus californicus,Georissus californicus,Insecta,Coleoptera,,SC
Georthocladius,Chironomidae,Georthocladius,Insecta,Diptera,5,CG
Georthocladius platystylus,Chironomidae,Georthocladius,Insecta,Diptera,5,CG
Georthocladius wirthi,Chironomidae,Georthocladius,Insecta,Diptera,5,CG
Gerridae,Gerridae,Gerridae,Insecta,Hemiptera,5,P
Gerris,Gerris,Gerris,Insecta,Hemiptera,,P
Gerris comatus,Gerris,Gerris,Insecta,Hemiptera,,P
Gerris gillettei,Gerris,Gerris,Insecta,Hemiptera,,P
Gerris incognitis,Gerris,Gerris,Insecta,Hemiptera,,P
Gerris incurvatus,Gerris,Gerris,Insecta,Hemiptera,,P
Gerris insperatus,Gerris,Gerris,Insecta,Hemiptera,,P
Gigantodax,Gigantodax,Gigantodax,Insecta,Diptera,,CF
Gigantodax adleri,Gigantodax,Gigantodax,Insecta,Diptera,,CF
Glossiphonia,Glossiphonia,Glossiphonia,Hirudinea,Rhynchobdellida,8,PA
Glossiphonia complanata,Glossiphonia,Glossiphonia,Hirudinea,Rhynchobdellida,8,P
Glossiphoniidae,Glossiphoniidae,Glossiphoniidae,Hirudinea,Rhynchobdellida,8,P
Glossosoma,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma alascense,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma brunum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma calificum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma excitum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma merecum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma montanam,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma oregonense,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma penitum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma pternum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma pyroxum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma schuhi,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma sequoia,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma traviatum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma velonum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma ventrale,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma verdonum,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosoma wenatchee,Glossosoma,Glossosoma,Insecta,Trichoptera,1,SC
Glossosomatidae,Glossosomatidae,Glossosomatidae,Insecta,Trichoptera,0,SC
Glutops,Glutops,Glutops,Insecta,Diptera,3,P
Glyphopsyche,Glyphopsyche,Glyphopsyche,Insecta,Trichoptera,1,SH
Glyphopsyche irrorata,Glyphopsyche irrorata,Glyphopsyche irrorata,Insecta,Trichoptera,1,SH
Glyptotendipes,Chironomidae,Glyptotendipes,Insecta,Diptera,10,CG
Glyptotendipes barbipes,Chironomidae,Glyptotendipes,Insecta,Diptera,10,CF
Glyptotendipes lobiferus,Chironomidae,Glyptotendipes,Insecta,Diptera,10,CG
Gnorimosphaeroma,Gnorimosphaeroma,Gnorimosphaeroma,Malacostraca,Isopoda,,CG
Goeldichironomus,Chironomidae,Goeldichironomus,Insecta,Diptera,6,CG
Goeldichironomus amazonicus,Chironomidae,Goeldichironomus,Insecta,Diptera,6,CG
Goeldichironomus holoprasinus,Chironomidae,Goeldichironomus,Insecta,Diptera,6,CG
Goera,Goera,Goera,Insecta,Trichoptera,1,SC
Goera archaon,Goera archaon,Goera archaon,Insecta,Trichoptera,1,SC
Goeracea,Goeracea,Goeracea,Insecta,Trichoptera,0,SC
Goeracea genota,Goeracea,Goeracea,Insecta,Trichoptera,0,SC
Goeracea oregona,Goeracea,Goeracea,Insecta,Trichoptera,0,SC
Goeridae,Goeridae,Goeridae,Insecta,Trichoptera,1,SC
Gomphidae,Gomphidae,Gomphidae,Insecta,Odonata,4,P
Gomphus,Gomphus,Gomphus,Insecta,Odonata,4,P
Gomphus graslinellus,Gomphus,Gomphus,Insecta,Odonata,4,P
Gomphus kurilis,Gomphus,Gomphus,Insecta,Odonata,4,P
Gomphus lynnae,Gomphus,Gomphus,Insecta,Odonata,4,P
Gonidea,Gonidea,Gonidea,Bivalvia,Unionoida,4,CF
Gonidea angulata,Gonidea,Gonidea,Bivalvia,Unionoida,8,CF
Gonomyia,Gonomyia,Gonomyia,Insecta,Diptera,3,CG
Grammotaulius,Grammotaulius,Grammotaulius,Insecta,Trichoptera,4,SH
Grammotaulius betteni,Grammotaulius,Grammotaulius,Insecta,Trichoptera,4,SH
Grandidierella,Grandidierella,Grandidierella,Malacostraca,Amphipoda,4,CF
Graphoderus,Graphoderus,Graphoderus,Insecta,Coleoptera,5,P
Graphoderus liberus,Graphoderus,Graphoderus,Insecta,Coleoptera,5,P
Graphoderus occidentalis,Graphoderus,Graphoderus,Insecta,Coleoptera,5,P
Graphoderus perplexus,Graphoderus,Graphoderus,Insecta,Coleoptera,5,P
Graptocorixa,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa abdominalis,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa californica,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa gerhardi,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa gerhardi,Graptocorixa,Graptocorixa,Insecta,Hemiptera,,P
Graptocorixa serrulata,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa uhleri,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Graptocorixa uhleroidea,Graptocorixa,Graptocorixa,Insecta,Hemiptera,8,P
Greniera,Greniera,Greniera,Insecta,Diptera,6,CF
"Grenieria ""species F""",Greniera,Greniera,Insecta,Diptera,6,CF
Grenieria denaria,Greniera,Greniera,Insecta,Diptera,6,CF
Grenieria humeralis,Greniera,Greniera,Insecta,Diptera,6,CF
Gumaga,Gumaga,Gumaga,Insecta,Trichoptera,3,SH
Gumaga griseola,Gumaga,Gumaga,Insecta,Trichoptera,3,SH
Gumaga nigricula,Gumaga,Gumaga,Insecta,Trichoptera,3,SH
Gymnochthebius falli,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,SC
Gymnochthebius falli,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,P
Gymnochthebius fossatus,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,P
Gymnochthebius fossatus,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,SC
Gymnochthebius laevipennis,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,SC
Gymnochthebius laevipennis,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,P
Gymnochthebius oppositus,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,P
Gymnochthebius oppositus,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,SC
Gymnocthebius,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,P
Gymnocthebius,Gymnocthebius,Gymnocthebius,Insecta,Coleoptera,5,SC
Gymnometriocnemus,Chironomidae,Gymnometriocnemus,Insecta,Diptera,5,CG
Gyraulus,Gyraulus,Gyraulus,Gastropoda,Basommatophora,8,SC
Gyraulus circumstriatus,Gyraulus,Gyraulus,Gastropoda,Basommatophora,8,SC
Gyraulus crista,Gyraulus,Gyraulus,Gastropoda,Basommatophora,8,SC
Gyraulus deflectus,Gyraulus,Gyraulus,Gastropoda,Basommatophora,8,SC
Gyraulus parvus,Gyraulus,Gyraulus,Gastropoda,Basommatophora,8,SC
Gyretes,Gyretes,Gyretes,Insecta,Coleoptera,5,P
Gyretes sinuatus,Gyretes,Gyretes,Insecta,Coleoptera,5,P
Gyretes torosus,Gyretes,Gyretes,Insecta,Coleoptera,5,P
Gyrinidae,Gyrinidae,Gyrinidae,Insecta,Coleoptera,5,P
Gyrinus,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus affinis,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus bifarius,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus confinis,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus consobrinus,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus latilimbus,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus maculiventris,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus parcus,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus pectoralis,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus picipes,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus pleuralis,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus plicifer,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus rugosus,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Gyrinus sayi,Gyrinus,Gyrinus,Insecta,Coleoptera,5,P
Haematopota,Haematopota,Haematopota,Insecta,Diptera,8,P
Haemonais,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Haemonais waldvogeli,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Haemopsis,Haemopsis,Haemopsis,Hirudinea,Gnathobdellida,10,P
Haemopsis marmorata,Haemopsis,Haemopsis,Hirudinea,Gnathobdellida,10,P
Halesochila,Halesochila,Halesochila,Insecta,Trichoptera,1,OM
Halesochila taylori,Halesochila taylori,Halesochila taylori,Insecta,Trichoptera,1,OM
Haliplidae,Haliplidae,Haliplidae,Insecta,Coleoptera,5,MH
Haliplus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus concolor,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus cylindricus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus distinctus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus dorsomaculatus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus eremicus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus gracilis,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus leechi,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus longulus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus mimeticus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus robertsi,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus rugosus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus subguttatus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Haliplus tumidus,Haliplus,Haliplus,Insecta,Coleoptera,5,MH
Halobates,Halobates,Halobates,Insecta,Hemiptera,,P
Halobates sericeus,Halobates sericeus,Halobates sericeus,Insecta,Hemiptera,,P
Haploperla,Haploperla,Haploperla,Insecta,Plecoptera,1,P
Haploperla chilnualna,Haploperla chilnualna,Haploperla chilnualna,Insecta,Plecoptera,1,P
Harnischia,Chironomidae,Harnischia,Insecta,Diptera,6,CG
Harnischia curtilamellata,Chironomidae,Harnischia,Insecta,Diptera,6,CG
Hayesomyia,Chironomidae,Hayesomyia,Insecta,Diptera,6,P
Hayesomyia senata,Chironomidae,Hayesomyia,Insecta,Diptera,6,P
Hebridae,Hebridae,Hebridae,Insecta,Hemiptera,,P
Hebrus,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus buenoi,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus hubbardi,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus longivillus,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus major,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus obscurus,Hebrus,Hebrus,Insecta,Hemiptera,,P
Hebrus sobrinus,Hebrus,Hebrus,Insecta,Hemiptera,,P
Heleniella,Chironomidae,Heleniella,Insecta,Diptera,6,CG
Helichus,Helichus,Helichus,Insecta,Coleoptera,5,SH
Helichus columbianus,Helichus,Helichus,Insecta,Coleoptera,5,SH
Helichus striatus,Helichus,Helichus,Insecta,Coleoptera,5,SH
Helichus suturalis,Helichus,Helichus,Insecta,Coleoptera,5,SH
Helichus triangularis,Helichus,Helichus,Insecta,Coleoptera,5,SH
Helicopsyche,Helicopsyche,Helicopsyche,Insecta,Trichoptera,3,SC
Helicopsyche borealis,Helicopsyche,Helicopsyche,Insecta,Trichoptera,3,SC
Helicopsyche mexicana,Helicopsyche,Helicopsyche,Insecta,Trichoptera,3,SC
Helicopsyche pietia,Helicopsyche,Helicopsyche,Insecta,Trichoptera,3,SC
Helicopsyche sinuata,Helicopsyche,Helicopsyche,Insecta,Trichoptera,3,SC
Helicopsychidae,Helicopsychidae,Helicopsychidae,Insecta,Trichoptera,3,SC
Helisoma,Helisoma,Helisoma,Gastropoda,Basommatophora,6,SC
Helisoma anceps,Helisoma,Helisoma,Gastropoda,Basommatophora,7,SC
Helisoma newberryi,Helisoma,Helisoma,Gastropoda,Basommatophora,6,SC
Helisoma subcrenatum,Helisoma,Helisoma,Gastropoda,Basommatophora,6,SC
Helobdella,Helobdella,Helobdella,Hirudinea,Rhynchobdellida,6,PA
Helobdella elongata,Helobdella,Helobdella,Hirudinea,Rhynchobdellida,6,PA
Helobdella stagnalis,Helobdella,Helobdella stagnalis,Hirudinea,Rhynchobdellida,6,PA
Helobdella triserialis,Helobdella,Helobdella,Hirudinea,Rhynchobdellida,6,PA
Helochares,Helochares,Helochares,Insecta,Coleoptera,5,CG
Helochares,Helochares,Helochares,Insecta,Coleoptera,5,P
Helochares normatus,Helochares normatus,Helochares normatus,Insecta,Coleoptera,5,CG
Helochares normatus,Helochares normatus,Helochares normatus,Insecta,Coleoptera,5,P
Helodon,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon beardi,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon chaos,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon clavatus,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon diadelphus,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon mccreadiei,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon newmani,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon onchyodactylus,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon pleuralis,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon protus,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon susanae,Helodon,Helodon,Insecta,Diptera,6,CF
Helodon trochus,Helodon,Helodon,Insecta,Diptera,6,CF
Helopelopia,Chironomidae,Helopelopia,Insecta,Diptera,7,P
Helophoridae,Helophoridae,Helophoridae,Insecta,Coleoptera,,SH
Helophorus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus alternatus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus auricollis,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus brevipalpis,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus californicus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus columbianus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus cuspifer,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus eclectus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus fenderi,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus fortis,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus hatchi,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus inflectus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus lacustris,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus lecontei,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus ledatus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus leechi,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus linearis,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus linearoides,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus nitiduloides,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus nitidulus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus oblongus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus oregonus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus orientalis,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus parasplendidus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus robertsi,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus schuhi,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Helophorus tuberculatus,Helophorus,Helophorus,Insecta,Coleoptera,,SH
Hemerodromia,Hemerodromia,Hemerodromia,Insecta,Diptera,6,P
Hemerodromiinae,Empididae,Empididae,Insecta,Diptera,6,P
Hemiosus exilis,Hemiosus exilis,Hemiosus exilis,Insecta,Coleoptera,5,P
Hemiosus exilis,Hemiosus exilis,Hemiosus exilis,Insecta,Coleoptera,5,CG
Heptagenia,Heptagenia,Heptagenia,Insecta,Ephemeroptera,4,SC
Heptagenia adaequata,Heptagenia,Heptagenia,Insecta,Ephemeroptera,4,SC
Heptagenia elegantula,Heptagenia,Heptagenia,Insecta,Ephemeroptera,4,SC
Heptagenia solitaria,Heptagenia,Heptagenia,Insecta,Ephemeroptera,4,SC
Heptageniidae,Heptageniidae,Heptageniidae,Insecta,Ephemeroptera,4,SC
Herthania,Herthania,Herthania,Insecta,Coleoptera,,SC
Herthania compta,Herthania,Herthania,Insecta,Coleoptera,,SC
Herthania concinna,Herthania,Herthania,Insecta,Coleoptera,,SC
Hesperagrion,Hesperagrion,Hesperagrion,Insecta,Odonata,9,P
Hesperagrion heterodoxum,Hesperagrion heterodoxum,Hesperagrion heterodoxum,Insecta,Odonata,9,P
Hesperoconopa,Hesperoconopa,Hesperoconopa,Insecta,Diptera,1,CG
Hesperocorixa,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,8,P
Hesperocorixa atopodonta,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,8,P
Hesperocorixa atopodonta,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,,P
Hesperocorixa escheri,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,,P
Hesperocorixa escheri,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,8,P
Hesperocorixa kennicotti,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,8,P
Hesperocorixa kennicotti,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,,P
Hesperocorixa laevigata,Hesperocorixa,Hesperocorixa,Insecta,Hemiptera,8,P
